product_id,product_name,brand,category,discount,pricing,supplier_id,warehouse_id
4628129,security,large,series,9.0,83128.83,3508495,9912706
8394294,mean,central,actually,1.81,8764.61,9878440,9991392
7729748,seven,read,place,3.28,32910.94,8440600,3511248
283559,team,notice,good,5.87,69257.12,6927611,9338636
2033522,magazine,maintain,arrive,4.09,28182.64,5200610,465826
1896674,same,investment,reach,1.11,9388.98,1432624,8432505
493156,though,since,course,4.40,42891.71,1547392,8432505
2857487,morning,camera,hope,1.90,94031.03,9299764,8432505
8608378,on,enter,energy,2.15,20533.21,217437,9338636
4726051,agreement,plant,customer,0.08,64097.17,8712253,8432505
2794036,go,effect,moment,1.77,69372.15,1119153,3511248
5470825,thought,effect,career,2.93,62040.55,6799869,1329758
1921264,court,guess,page,7.38,7416.29,842242,3511248
9182035,person,now,miss,7.54,94011.51,3448899,9991392
4778313,between,really,mother,3.69,89723.18,2317009,9912706
1360619,dark,something,how,3.97,23365.86,8954010,1329758
3542831,grow,cause,contain,7.86,44203.78,7105233,6617635
2119181,difference,likely,rest,1.92,66806.46,6930780,465826
7140429,day,by,able,9.0,63973.40,2450832,6617635
6640227,site,season,open,4.24,12921.55,9942032,9991392
3098689,amount,wind,young,8.84,57916.56,4185923,33529
5322462,cost,around,bad,5.19,96034.49,8433586,9991392
5961819,music,turn,network,5.10,14150.39,1076929,465826
1101222,dream,early,heart,4.37,99411.31,1222117,465826
507960,pretty,executive,writer,2.12,10707.77,1497630,8432505
2951038,produce,station,enough,8.88,49508.69,6271676,6617635
6026965,off,choose,test,9.0,67150.34,9878440,9991392
3805217,religious,hour,official,9.0,92421.68,6081879,465826
3736020,ready,write,similar,3.27,26124.96,1215224,33529
3896191,after,agent,direction,3.13,24860.35,1970236,3511248
3381897,among,letter,argue,7.59,75314.00,4709965,8335606
648530,either,rich,memory,6.58,68094.01,4349574,9338636
6025313,walk,strong,quite,8.54,43428.27,842242,6617635
8173829,break,yes,recently,5.19,10137.72,418493,9912706
1843306,billion,stop,true,3.26,46760.35,8990400,1329758
3434542,site,always,stock,0.32,29973.87,7817777,6617635
5232313,purpose,myself,scene,7.35,41502.04,2982422,8432505
2119234,firm,perform,notice,7.36,94455.17,9878440,9912706
6133164,other,wall,culture,7.12,40050.57,8330706,1329758
9905652,structure,space,allow,5.51,52971.81,1497630,9991392
500928,its,so,probably,7.56,39463.13,7045735,8335606
9906331,hair,size,century,0.85,9366.42,3180546,8432505
5661170,information,put,better,9.0,33707.69,9250616,9912706
7985154,set,really,usually,1.72,83270.92,9366948,9912706
4998786,foreign,word,movie,9.0,96560.92,6057628,901727
363278,talk,interesting,water,5.03,27601.30,6944540,6617635
2396860,language,certainly,level,1.00,32496.21,217437,901727
2946779,man,set,tree,6.35,88920.40,1222117,6617635
3057210,cup,up,government,7.04,27636.98,1339337,465826
9988227,rest,bill,read,2.94,28620.30,9636808,6617635
5222971,middle,task,let,9.0,35844.81,9534817,1329758
2902756,artist,to,however,2.01,79238.00,2888702,8432505
2257962,black,message,send,5.82,85898.92,691947,901727
4028793,summer,process,indicate,3.28,88403.04,2352414,465826
1052634,one,medical,must,7.61,66395.51,4071317,9338636
2268999,about,on,middle,7.28,7439.18,1255153,8335606
9598165,avoid,church,we,1.41,17995.71,2317009,8432505
6907328,first,yeah,rather,4.60,17336.97,6799869,9991392
9500260,rock,lot,fire,7.46,29322.35,6944540,8432505
548533,year,arm,involve,6.73,14282.68,8481621,9991392
1702945,throw,gun,a,5.42,89720.34,6057628,8335606
9584473,south,star,without,6.47,24535.50,756006,8432505
8053237,skin,between,certain,1.06,37484.33,2317009,33529
886846,address,executive,image,2.27,87781.92,2508328,1329758
7675274,far,character,clear,9.0,20288.36,5103253,9912706
4950445,four,media,theory,7.84,78879.85,7963673,9912706
4486918,include,season,yard,4.41,15657.60,978183,6617635
822969,spend,prevent,little,1.67,82573.71,1114381,9912706
9904878,art,here,short,1.78,54998.61,5725710,1329758
2769791,wall,suffer,design,4.85,10280.51,2352414,9912706
2092867,feel,law,word,1.67,56254.95,9250616,33529
3575703,bank,animal,choice,6.27,87822.04,2120370,33529
5256173,allow,example,another,2.87,35880.71,7127487,9991392
3920752,fine,along,both,4.67,69859.08,4395915,9912706
1051855,pick,similar,page,9.0,71259.22,9560987,901727
2457050,page,generation,why,7.60,90140.01,9716720,33529
9837018,statement,yet,story,3.34,86827.48,195160,465826
669837,director,by,road,5.63,91295.69,9419454,901727
7247682,management,pull,attack,6.84,69482.79,4804320,465826
2216548,mind,inside,hot,8.66,76761.67,3657525,9991392
5749974,early,defense,bar,4.54,91177.89,3480959,9912706
9367577,concern,buy,up,5.87,49491.38,7436951,9912706
2250942,shoulder,check,college,8.90,79208.95,1175038,1329758
5764010,city,maybe,when,1.10,98093.33,4245558,9338636
9879497,bag,base,type,6.56,39058.55,6964629,33529
8142820,quality,church,again,9.0,10807.13,9346829,3511248
5949236,body,right,popular,9.0,80953.06,3741654,1329758
4911306,table,court,thing,4.77,66178.61,3081622,6617635
17099,training,everyone,team,4.19,90789.81,3140649,9338636
8463395,once,board,himself,8.17,325.56,2140979,1329758
4962030,him,bank,heart,2.27,78898.55,6199592,9912706
8105604,real,scientist,indicate,8.17,85185.09,6199592,6617635
7060289,billion,job,car,8.84,72085.05,6930780,8432505
6303176,decide,I,condition,7.94,80851.44,1215224,9991392
5093403,interest,attorney,several,4.42,53464.79,4349574,1329758
327824,treatment,couple,so,8.99,15906.55,5725710,9338636
5958713,position,project,but,8.81,77286.24,2926642,9338636
1898191,suggest,season,party,9.0,14216.95,6024470,33529
3439112,simply,bar,stock,5.12,10523.90,9560987,9991392
2474003,oil,kind,around,8.71,34224.07,6841518,901727
5141525,authority,really,early,0.27,58722.68,7045735,8432505
5938926,wide,among,little,3.61,98219.49,5970297,901727
9305237,administration,author,me,0.02,90210.92,6379260,901727
2448366,challenge,see,low,8.72,2041.95,6081879,9991392
5928694,front,whatever,produce,4.17,94471.62,6057628,33529
7583499,himself,daughter,bad,7.42,55252.87,5383769,8432505
4000321,movement,worry,business,6.00,47817.79,767864,33529
3041282,run,way,future,1.60,41324.37,4688151,1329758
2728849,say,behavior,accept,2.00,48019.38,8713304,3511248
466394,raise,position,law,0.65,72815.72,7518649,9912706
1826419,arrive,office,claim,5.51,95498.15,7240613,465826
5749203,sea,fall,never,9.0,48801.41,1591248,9912706
5111333,quickly,section,tree,3.75,70642.80,3180546,33529
2543990,throw,head,president,8.49,25497.35,4349574,6617635
8261031,development,important,game,3.15,65395.39,3448899,1329758
4041536,again,red,detail,6.42,42362.60,9716720,9991392
555751,child,almost,catch,6.94,70870.99,5103253,9991392
7654437,understand,economic,prevent,2.06,40698.76,1029590,465826
4776327,or,collection,out,9.0,27900.35,1029590,465826
2654793,than,against,crime,5.79,30321.00,6379260,8432505
7252728,tell,size,some,1.30,42533.09,5257543,1329758
3342207,rock,analysis,weight,5.41,50936.54,691947,33529
6197013,laugh,improve,size,4.22,88389.60,3773861,9912706
3593535,serve,listen,investment,8.42,77957.41,138572,9338636
5113102,should,across,fill,9.0,43987.00,1034222,3511248
4934378,our,stand,child,8.91,20091.70,4688151,9991392
2699886,detail,drive,draw,3.72,82221.80,7721928,3511248
6057416,decision,listen,inside,5.06,58320.05,2800658,9338636
4921139,control,though,understand,4.77,52642.89,4245558,33529
4324156,difference,teach,live,2.95,95678.66,2888702,9991392
7464678,expect,sea,card,4.23,88836.89,3653980,8335606
3811548,black,follow,east,2.66,6987.78,1222117,8335606
5757522,couple,check,these,8.56,85127.99,1910982,3511248
1491328,stuff,we,national,4.77,98780.63,8746475,8335606
5961535,once,summer,other,2.37,95983.72,3597923,9338636
4642067,defense,market,establish,8.34,80280.90,8440600,9912706
1113629,them,Congress,reveal,8.08,78371.63,1031883,1329758
120831,industry,drop,push,4.96,37542.76,8349155,8335606
5591766,pay,several,believe,0.40,34921.80,7905930,33529
6532133,guess,push,month,7.92,55613.30,9366948,8432505
4262067,experience,he,control,1.80,30906.02,9250616,9991392
4367035,statement,fall,certainly,9.0,39316.91,7721928,9991392
6397615,entire,whom,charge,0.20,40977.82,4074894,465826
9103775,situation,drop,action,6.11,83959.29,1970236,9912706
1386971,control,really,much,2.66,64480.23,8330706,8432505
1604198,I,skin,hit,8.60,4863.95,850442,9338636
8602555,small,too,yard,0.87,94982.23,6289733,9338636
1816095,show,others,civil,4.26,99448.69,7905930,8432505
748695,stop,line,movement,5.09,76573.20,7105233,3511248
4338572,morning,exactly,evidence,1.64,78565.70,1935663,8335606
8910155,physical,popular,top,9.0,20127.93,8954010,6617635
9090469,dinner,spend,into,8.16,63309.29,1700020,8335606
8237307,pay,conference,middle,9.0,60217.85,1034222,901727
5644161,ball,hear,place,2.12,93476.63,8478665,33529
7264788,modern,maintain,there,0.58,86576.19,1600986,9912706
8984145,dark,senior,her,7.60,51295.45,1114381,9338636
2561392,character,agreement,manager,3.49,67704.28,9068430,8432505
6087114,recent,room,operation,7.83,99656.81,6057628,9338636
9259577,design,hot,thought,0.21,90127.30,1910982,6617635
6213189,threat,town,base,8.73,33194.11,9534817,465826
6954397,benefit,first,finally,2.84,60787.82,8954010,9991392
1874346,senior,word,art,5.78,24852.60,850442,33529
6553089,reflect,animal,our,5.24,4616.97,8969507,9991392
3887184,lawyer,rise,step,2.58,43065.63,8713304,33529
5629239,pretty,eye,full,2.09,85246.01,7436951,9338636
5662597,eat,opportunity,real,6.42,82305.76,9203617,901727
2103870,free,agreement,oil,9.0,30015.99,2926642,9338636
4285464,between,though,support,2.36,47316.41,4804320,9338636
4625557,hotel,someone,focus,2.07,38801.23,666503,8335606
784506,degree,serious,word,7.62,82596.34,850442,33529
8778579,single,number,not,8.36,90118.82,3462498,8432505
2852875,people,community,question,1.59,71898.67,1206915,3511248
1857016,successful,be,mouth,6.75,68190.14,1297683,9912706
4021456,area,fire,suggest,7.60,88681.34,3081622,901727
5382001,single,team,western,5.31,98564.71,6308354,33529
9560030,subject,which,agree,5.44,62709.28,8308880,9338636
7896064,environmental,edge,around,6.62,14887.33,2450832,465826
2096413,story,set,phone,6.58,91495.95,7817777,3511248
4765819,lawyer,same,race,2.77,16295.70,2599264,9912706
6264535,interesting,ago,too,5.73,76262.12,9907073,8432505
8488785,practice,large,none,3.65,33014.98,9632811,33529
9739383,hospital,serious,couple,3.18,22552.07,3136646,9912706
2572038,become,probably,maintain,9.0,49659.50,4884775,8335606
8743497,standard,enjoy,religious,9.0,96810.18,6622962,465826
8985000,newspaper,about,happy,0.09,77699.54,1600986,6617635
5514724,window,himself,meet,0.30,15213.74,2140979,33529
1807754,close,rather,data,1.72,20000.89,6927611,1329758
7213429,forward,prepare,ability,6.30,75977.40,4395915,9338636
9636078,heavy,now,maybe,8.94,26429.26,1700020,8335606
6191680,nice,carry,make,8.59,39910.41,6930780,9338636
8742801,home,loss,middle,1.74,17392.05,1034222,33529
7316394,why,security,three,5.95,60579.37,1018603,9912706
728574,serve,page,white,3.52,63530.98,8882803,465826
1256001,he,treatment,process,8.27,26496.18,767864,8432505
7537776,maybe,appear,science,6.49,64856.01,3650691,465826
4185635,now,partner,about,8.31,59337.83,4036435,33529
139616,blood,seek,would,7.76,56583.65,6379260,3511248
2385275,look,remember,senior,3.32,75565.68,4299978,8335606
7220005,smile,probably,hour,0.35,81221.06,2744065,6617635
2828731,soldier,under,wind,7.43,41579.73,7374472,465826
5702952,growth,she,defense,1.74,70208.93,3786235,9991392
4791616,ok,set,after,2.94,22025.17,6622962,9912706
7433272,again,last,individual,9.0,56464.72,3253497,6617635
6014326,official,itself,challenge,0.97,64142.60,978183,465826
2093506,difficult,worry,continue,3.89,46360.09,525441,8335606
4377227,dark,enjoy,son,7.56,6691.99,4884775,9912706
9223442,suggest,too,himself,5.90,20231.88,5994761,8335606
7275170,leave,affect,suddenly,9.0,93704.50,9299764,1329758
2116052,information,detail,down,8.82,69716.50,3611308,3511248
4090927,help,yard,art,9.0,33894.16,9366948,3511248
9797768,anyone,stand,meet,3.13,38845.20,8746475,8335606
3602653,young,manager,instead,0.08,86949.54,3653980,33529
1208203,continue,plan,hundred,5.89,30256.54,9560987,9338636
8872507,animal,quickly,get,2.62,42054.90,5095210,465826
5113689,attorney,run,significant,1.75,42395.99,418493,6617635
4209533,mouth,along,short,7.57,65776.72,8882803,9338636
6505805,then,particularly,war,8.30,84536.59,3153791,465826
6864399,ago,rock,realize,0.07,61615.37,1812989,33529
4570961,certainly,strong,team,4.33,71971.73,2566920,33529
3552188,good,us,recognize,0.69,12211.16,3462498,8335606
7728376,still,level,force,9.0,54431.74,1547392,33529
7318767,side,rather,statement,3.91,82401.96,1812989,9338636
9674158,think,card,author,6.21,2301.46,5947658,8432505
4627324,future,course,benefit,0.63,64655.33,6101202,1329758
4308328,miss,positive,something,2.97,6270.74,2744065,3511248
4558261,four,these,street,1.77,61464.50,9250616,3511248
4667036,smile,wish,sense,3.93,85118.33,4804320,8335606
323676,could,rock,herself,0.36,18967.23,7127487,33529
3319211,though,plan,every,0.79,24469.08,4036435,901727
1542174,decide,pattern,standard,7.50,30881.95,9866808,3511248
3308185,speech,while,movement,9.0,32318.09,9421765,1329758
1998702,day,ready,tough,0.46,72197.77,978183,901727
7270395,but,someone,nearly,2.38,88361.22,9366948,9912706
901648,office,political,appear,1.94,72652.06,1547392,8432505
7486964,possible,recently,clear,6.76,62132.16,3741654,8432505
8242517,season,beyond,Mr,4.17,90798.47,525441,33529
1611350,few,have,tell,1.49,95737.51,3201025,9338636
4297297,on,in,daughter,4.34,52880.75,6692041,1329758
6131656,according,husband,those,3.73,50847.02,8433586,9338636
5874232,control,effect,room,3.85,39237.71,5171460,1329758
6168987,heart,easy,fill,7.68,61948.85,4920069,901727
1392181,phone,out,part,9.0,74379.14,9880907,33529
4605552,memory,do,lot,3.76,29776.14,3786235,8335606
6547502,throughout,unit,common,5.22,86103.42,3081622,6617635
2634666,detail,buy,themselves,8.63,38218.08,2140979,901727
7206611,group,in,try,5.78,43726.79,2859126,1329758
9300748,worker,either,democratic,1.40,97216.68,5467530,9912706
4462135,think,another,there,3.82,98622.75,7795843,33529
515086,future,side,leave,9.0,2360.74,3301853,33529
6238970,question,benefit,than,1.97,29999.81,2140979,8335606
9932816,you,middle,fight,9.0,10833.10,6289733,465826
619386,art,believe,ever,0.46,84271.70,8147453,9991392
8878212,cause,modern,ago,5.34,7294.40,3650691,6617635
4493424,help,form,world,4.37,78409.97,8969507,901727
6811249,number,family,than,8.55,88376.61,3234823,9991392
1850309,before,check,goal,9.0,44795.45,7242128,8432505
7967694,she,hundred,who,0.14,30179.12,3741654,9991392
7141994,south,from,sea,3.68,64933.47,9419454,8432505
6245002,accept,list,him,0.08,14923.13,3911047,9338636
2107823,system,authority,reveal,3.83,73516.19,5700064,9991392
3981382,measure,without,art,4.12,14754.24,8954010,9912706
8387208,though,arm,beat,0.37,84726.70,4731934,8335606
2390963,report,generation,much,7.21,91554.08,2942487,33529
8213710,floor,they,goal,7.78,77862.20,4780433,465826
4473503,feel,long,certain,0.53,33144.66,6379260,6617635
5516272,tonight,once,how,1.34,24326.10,2248555,3511248
4043361,these,step,then,2.16,93817.37,5034028,8432505
376012,form,back,station,8.08,12170.10,5383769,9338636
8377772,customer,appear,enjoy,5.52,41019.02,9866808,8432505
6129279,impact,could,table,2.03,3373.96,418493,33529
9845077,computer,save,every,4.49,58941.52,3610600,9338636
5589910,executive,sound,much,6.19,16850.78,6841518,8335606
9649936,type,finally,lay,1.25,90145.84,5200610,1329758
2095223,about,clear,baby,3.47,41558.38,767864,465826
5677994,dream,discover,state,9.0,21811.67,9907073,8335606
1954797,billion,top,great,0.78,96945.99,1935663,33529
1083545,same,choice,wear,8.56,73596.72,6929136,3511248
4395633,beat,future,education,4.47,75259.08,3363118,33529
4693623,play,second,keep,3.96,29894.36,6841518,1329758
5099332,mother,kind,room,0.30,56311.29,4185923,3511248
7693206,can,necessary,always,9.0,59047.40,4688151,8335606
5252132,never,Democrat,cup,6.27,79205.67,6051952,8432505
22947,manager,discover,much,9.0,51793.08,691947,1329758
5573054,the,possible,trip,8.09,2103.86,5257543,901727
7550366,move,write,surface,4.08,29019.94,6692041,3511248
5939388,part,green,support,0.50,16017.90,2942487,33529
5532830,blood,artist,let,8.25,50049.57,1547392,8432505
9665170,project,customer,social,9.0,5800.75,6692041,33529
2243244,movement,sister,imagine,5.33,82350.31,4188338,465826
8383252,serve,top,agree,1.70,45725.83,4292243,1329758
5466041,nation,occur,still,7.22,15027.42,1018603,901727
1024520,woman,size,research,7.18,7378.41,4245558,9991392
557444,tough,teacher,charge,0.82,4781.28,7518649,9912706
875912,serious,paper,hand,6.65,33596.17,8975497,33529
9716685,forget,population,push,5.23,63961.74,1970236,465826
2108978,action,authority,perform,1.30,63613.81,9250616,9338636
6914958,successful,seek,performance,8.29,38567.47,7721928,9991392
2794882,thank,wrong,professional,6.81,59621.60,6765565,901727
3067661,Congress,responsibility,if,5.93,99314.48,9299764,9338636
3156628,prepare,former,cold,5.20,85278.77,4188338,9338636
9068263,purpose,find,tough,9.0,58268.31,6032165,3511248
6240931,glass,main,bill,4.65,76137.48,978183,9338636
1995015,expert,follow,hospital,6.56,76075.28,1255153,1329758
3135899,clearly,identify,personal,7.49,68646.53,9560987,9912706
2262781,receive,ahead,growth,4.13,36369.23,9534817,9991392
103195,boy,happen,agreement,3.31,15586.28,2800658,6617635
3348395,material,artist,he,2.49,19557.97,2317009,465826
5706848,shake,see,top,1.73,34437.83,418493,3511248
3505389,just,price,memory,5.46,22372.02,8558693,901727
2265324,series,activity,sell,4.92,88263.88,1432624,33529
2475268,PM,time,himself,6.00,37832.82,1185992,6617635
5477144,force,discussion,they,2.67,79674.73,8746475,6617635
9914701,bank,wide,yes,4.24,77421.22,1812989,8335606
5622202,think,deep,chance,0.21,54031.00,4292243,9338636
5960289,much,board,wait,8.24,45564.78,1910982,6617635
2846136,trade,idea,put,5.72,27272.70,3136646,901727
5343893,financial,ask,eight,5.21,36292.58,3773861,33529
7566440,serve,gas,company,6.96,44965.60,8558693,9991392
4609284,quickly,use,very,0.24,65323.37,8308880,465826
8951782,coach,heart,today,9.0,58782.94,5761724,8335606
3271673,ball,sort,and,7.90,4964.78,8802085,9991392
8439311,apply,from,agency,5.06,24574.26,418493,9991392
4020585,treatment,know,brother,6.13,58861.67,767864,901727
9267421,beat,together,enough,6.74,67676.95,7127487,465826
8424126,company,need,song,8.87,44682.30,9419454,33529
3873879,put,international,name,1.25,45314.59,6710711,3511248
9761176,long,occur,deal,0.05,35629.58,1185992,465826
7999389,cut,again,drop,9.0,75267.59,4188338,8335606
9634945,ball,agree,be,4.27,99653.60,8969507,465826
4768307,expert,should,pattern,1.34,13598.17,7045735,9991392
8212328,concern,Mrs,thousand,1.49,40135.28,3508495,8335606
364187,morning,expect,coach,9.0,33354.84,4688151,6617635
7721538,policy,own,top,4.53,3896.59,3420828,6617635
3916263,deal,individual,option,1.82,86640.36,6101202,33529
7891322,send,culture,letter,8.25,99702.14,6754038,33529
8186868,exactly,anything,now,1.04,22069.52,9880907,9338636
9423902,again,thus,social,6.45,50853.44,3234823,33529
2347469,name,main,wife,2.62,29905.38,8224603,9338636
5539866,material,eat,rock,9.0,43895.51,8868926,1329758
717192,data,technology,major,2.44,28678.47,3081622,9338636
5373946,claim,each,and,1.45,43467.38,8975497,6617635
6044704,improve,performance,wrong,8.75,58369.43,7240613,1329758
5715617,project,able,center,7.59,89248.50,6692041,8432505
9383654,actually,answer,story,3.39,62517.04,8746475,8432505
9357845,light,meet,artist,7.15,96692.36,106088,8432505
3384213,hour,professor,rest,6.88,55640.14,6622962,1329758
1911738,rate,offer,buy,2.34,98780.51,4229867,3511248
6191743,decide,each,music,6.45,15496.74,6989039,9338636
6336760,way,most,mother,3.77,73778.47,8433586,8335606
7810846,such,help,despite,8.08,94017.84,4036435,9338636
3182286,subject,inside,certain,1.21,773.29,7015453,9991392
9605981,police,go,purpose,5.46,4741.49,2800658,33529
2055596,leg,magazine,understand,2.03,63047.90,850442,1329758
1077078,she,learn,dream,6.62,41682.07,3891304,3511248
9962671,job,again,character,4.66,77976.42,7385692,9991392
1492529,television,move,true,5.32,7331.16,9807483,9338636
7971218,he,order,parent,7.89,60943.63,9421765,1329758
2856659,cultural,area,in,5.49,33495.00,2140979,465826
8606457,his,study,institution,2.58,20083.24,4229867,3511248
4535329,final,design,bar,8.67,11927.22,2175568,465826
8729117,pattern,behind,contain,0.12,47909.35,3653980,901727
1208065,anyone,person,seek,1.54,54748.00,3136646,465826
6156518,apply,third,miss,3.94,44286.09,2344260,465826
2811219,probably,kind,radio,2.56,94466.62,9631956,465826
9812879,material,tend,glass,4.72,47744.85,1119153,9338636
9700785,fear,condition,behind,4.96,13091.39,7045735,901727
2791686,agent,change,ability,7.80,10041.00,1970236,8335606
5006505,will,both,fly,3.88,93881.85,3448899,8432505
7505805,myself,win,open,1.11,17527.72,7258277,6617635
4456429,tell,myself,field,4.94,94012.80,6930780,1329758
2493486,thing,rock,heavy,1.50,82362.71,4185923,1329758
